ACSSF ID140000000880     16055          001300                                                                                                                                    14000US16055001300                      Census Tract 13, Kootenai County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
ACSSF ID140000000881     16055          001400                                                                                                                                    14000US16055001400                      Census Tract 14, Kootenai County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
ACSSF ID140000000882     16055          001500                                                                                                                                    14000US16055001500                      Census Tract 15, Kootenai County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
ACSSF ID140000000883     16055          001600                                                                                                                                    14000US16055001600                      Census Tract 16, Kootenai County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
ACSSF ID140000000884     16055          001700                                                                                                                                    14000US16055001700                      Census Tract 17, Kootenai County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
ACSSF ID140000000885     16055          001800                                                                                                                                    14000US16055001800                      Census Tract 18, Kootenai County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
ACSSF ID140000000886     16055          001900                                                                                                                                    14000US16055001900                      Census Tract 19, Kootenai County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
ACSSF ID140000000887     16055          002000                                                                                                                                    14000US16055002000                      Census Tract 20, Kootenai County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
ACSSF ID140000000888     16055          940000                                                                                                                                    14000US16055940000                      Census Tract 9400, Kootenai County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
ACSSF ID140000000889     16057          005100                                                                                                                                    14000US16057005100                      Census Tract 51, Latah County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ACSSF ID140000000890     16057          005200                                                                                                                                    14000US16057005200                      Census Tract 52, Latah County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ACSSF ID140000000891     16057          005300                                                                                                                                    14000US16057005300                      Census Tract 53, Latah County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ACSSF ID140000000892     16057          005400                                                                                                                                    14000US16057005400                      Census Tract 54, Latah County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ACSSF ID140000000893     16057          005500                                                                                                                                    14000US16057005500                      Census Tract 55, Latah County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ACSSF ID140000000894     16057          005600                                                                                                                                    14000US16057005600                      Census Tract 56, Latah County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ACSSF ID140000000895     16057          005700                                                                                                                                    14000US16057005700                      Census Tract 57, Latah County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ACSSF ID140000000896     16059          970100                                                                                                                                    14000US16059970100                      Census Tract 9701, Lemhi County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
ACSSF ID140000000897     16059          970200                                                                                                                                    14000US16059970200                      Census Tract 9702, Lemhi County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
ACSSF ID140000000898     16059          970300                                                                                                                                    14000US16059970300                      Census Tract 9703, Lemhi County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
ACSSF ID140000000899     16061          940001                                                                                                                                    14000US16061940001                      Census Tract 9400.01, Lewis County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
ACSSF ID140000000900     16061          940002                                                                                                                                    14000US16061940002                      Census Tract 9400.02, Lewis County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
ACSSF ID140000000901     16061          950300                                                                                                                                    14000US16061950300                      Census Tract 9503, Lewis County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
ACSSF ID140000000902     16063          950100                                                                                                                                    14000US16063950100                      Census Tract 9501, Lincoln County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
ACSSF ID140000000903     16065          950100                                                                                                                                    14000US16065950100                      Census Tract 9501, Madison County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
ACSSF ID140000000904     16065          950200                                                                                                                                    14000US16065950200                      Census Tract 9502, Madison County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
ACSSF ID140000000905     16065          950301                                                                                                                                    14000US16065950301                      Census Tract 9503.01, Madison County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ACSSF ID140000000906     16065          950302                                                                                                                                    14000US16065950302                      Census Tract 9503.02, Madison County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ACSSF ID140000000907     16065          950400                                                                                                                                    14000US16065950400                      Census Tract 9504, Madison County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
ACSSF ID140000000908     16065          950500                                                                                                                                    14000US16065950500                      Census Tract 9505, Madison County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
ACSSF ID140000000909     16067          970100                                                                                                                                    14000US16067970100                      Census Tract 9701, Minidoka County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
ACSSF ID140000000910     16067          970200                                                                                                                                    14000US16067970200                      Census Tract 9702, Minidoka County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
ACSSF ID140000000911     16067          970300                                                                                                                                    14000US16067970300                      Census Tract 9703, Minidoka County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
ACSSF ID140000000912     16067          970400                                                                                                                                    14000US16067970400                      Census Tract 9704, Minidoka County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
ACSSF ID140000000913     16067          970500                                                                                                                                    14000US16067970500                      Census Tract 9705, Minidoka County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
ACSSF ID140000000914     16069          940000                                                                                                                                    14000US16069940000                      Census Tract 9400, Nez Perce County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF ID140000000915     16069          960200                                                                                                                                    14000US16069960200                      Census Tract 9602, Nez Perce County, Idaho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
