ACSSF RI040000000001     44                                                                                                                                                       04000US44                               Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
ACSSF RI040010000002     44                                                                                                                                U                      04001US44                               Rhode Island -- Urban                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
ACSSF RI040430000003     44                                                                                                                                R                      04043US44                               Rhode Island -- Rural                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
ACSSF RI040A00000004     44                                                                                                                                                       040A0US44                               Rhode Island -- In metropolitan or micropolitan statistical area                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ACSSF RI040C00000005     44                                                              1                                                                                        040C0US44                               Rhode Island -- In metropolitan statistical area                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ACSSF RI040C10000006     44                                                              1                                                                  Y                     040C1US44                               Rhode Island -- In metropolitan statistical area -- in principal city                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
ACSSF RI040C20000007     44                                                              1                                                                                        040C2US44                               Rhode Island -- In metropolitan statistical area -- not in principal city                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
ACSSF RI150000000549     44005          0405001                                                                                                                                   15000US440050405001                     Block Group 1, Census Tract 405, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF RI150000000550     44005          0405002                                                                                                                                   15000US440050405002                     Block Group 2, Census Tract 405, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF RI150000000551     44005          0405003                                                                                                                                   15000US440050405003                     Block Group 3, Census Tract 405, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF RI150000000552     44005          0406001                                                                                                                                   15000US440050406001                     Block Group 1, Census Tract 406, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF RI150000000553     44005          0406002                                                                                                                                   15000US440050406002                     Block Group 2, Census Tract 406, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF RI150000000554     44005          0406003                                                                                                                                   15000US440050406003                     Block Group 3, Census Tract 406, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF RI150000000555     44005          0406004                                                                                                                                   15000US440050406004                     Block Group 4, Census Tract 406, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF RI150000000556     44005          0407001                                                                                                                                   15000US440050407001                     Block Group 1, Census Tract 407, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF RI150000000557     44005          0407002                                                                                                                                   15000US440050407002                     Block Group 2, Census Tract 407, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF RI150000000558     44005          0407003                                                                                                                                   15000US440050407003                     Block Group 3, Census Tract 407, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF RI150000000559     44005          0408001                                                                                                                                   15000US440050408001                     Block Group 1, Census Tract 408, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF RI150000000560     44005          0408002                                                                                                                                   15000US440050408002                     Block Group 2, Census Tract 408, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF RI150000000561     44005          0408003                                                                                                                                   15000US440050408003                     Block Group 3, Census Tract 408, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF RI150000000562     44005          0409001                                                                                                                                   15000US440050409001                     Block Group 1, Census Tract 409, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF RI150000000563     44005          0409002                                                                                                                                   15000US440050409002                     Block Group 2, Census Tract 409, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF RI150000000564     44005          0409003                                                                                                                                   15000US440050409003                     Block Group 3, Census Tract 409, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF RI150000000565     44005          0409004                                                                                                                                   15000US440050409004                     Block Group 4, Census Tract 409, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF RI150000000566     44005          0410001                                                                                                                                   15000US440050410001                     Block Group 1, Census Tract 410, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF RI150000000567     44005          0410002                                                                                                                                   15000US440050410002                     Block Group 2, Census Tract 410, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF RI150000000568     44005          0411001                                                                                                                                   15000US440050411001                     Block Group 1, Census Tract 411, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF RI150000000569     44005          0411002                                                                                                                                   15000US440050411002                     Block Group 2, Census Tract 411, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF RI150000000570     44005          0411003                                                                                                                                   15000US440050411003                     Block Group 3, Census Tract 411, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF RI150000000571     44005          0412001                                                                                                                                   15000US440050412001                     Block Group 1, Census Tract 412, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF RI150000000572     44005          0413001                                                                                                                                   15000US440050413001                     Block Group 1, Census Tract 413, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF RI150000000573     44005          0413002                                                                                                                                   15000US440050413002                     Block Group 2, Census Tract 413, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF RI150000000574     44005          0413003                                                                                                                                   15000US440050413003                     Block Group 3, Census Tract 413, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF RI150000000575     44005          0413004                                                                                                                                   15000US440050413004                     Block Group 4, Census Tract 413, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF RI150000000576     44005          0413005                                                                                                                                   15000US440050413005                     Block Group 5, Census Tract 413, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF RI150000000577     44005          0414001                                                                                                                                   15000US440050414001                     Block Group 1, Census Tract 414, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF RI150000000578     44005          0414002                                                                                                                                   15000US440050414002                     Block Group 2, Census Tract 414, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF RI150000000579     44005          0416011                                                                                                                                   15000US440050416011                     Block Group 1, Census Tract 416.01, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ACSSF RI150000000580     44005          0416012                                                                                                                                   15000US440050416012                     Block Group 2, Census Tract 416.01, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ACSSF RI150000000581     44005          0416021                                                                                                                                   15000US440050416021                     Block Group 1, Census Tract 416.02, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ACSSF RI150000000582     44005          0416022                                                                                                                                   15000US440050416022                     Block Group 2, Census Tract 416.02, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ACSSF RI150000000583     44005          0417011                                                                                                                                   15000US440050417011                     Block Group 1, Census Tract 417.01, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ACSSF RI150000000584     44005          0417021                                                                                                                                   15000US440050417021                     Block Group 1, Census Tract 417.02, Newport County, Rhode Island                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
