ACSSF NH140000000680     33007          950700                                                                                                                                    14000US33007950700                      Census Tract 9507, Coos County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF NH140000000681     33007          950800                                                                                                                                    14000US33007950800                      Census Tract 9508, Coos County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF NH140000000682     33007          950900                                                                                                                                    14000US33007950900                      Census Tract 9509, Coos County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF NH140000000683     33007          951000                                                                                                                                    14000US33007951000                      Census Tract 9510, Coos County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF NH140000000684     33007          951100                                                                                                                                    14000US33007951100                      Census Tract 9511, Coos County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF NH140000000685     33009          960100                                                                                                                                    14000US33009960100                      Census Tract 9601, Grafton County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ACSSF NH140000000686     33009          960200                                                                                                                                    14000US33009960200                      Census Tract 9602, Grafton County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ACSSF NH140000000687     33009          960300                                                                                                                                    14000US33009960300                      Census Tract 9603, Grafton County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ACSSF NH140000000688     33009          960400                                                                                                                                    14000US33009960400                      Census Tract 9604, Grafton County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ACSSF NH140000000689     33009          960500                                                                                                                                    14000US33009960500                      Census Tract 9605, Grafton County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ACSSF NH140000000690     33009          960600                                                                                                                                    14000US33009960600                      Census Tract 9606, Grafton County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ACSSF NH140000000691     33009          960700                                                                                                                                    14000US33009960700                      Census Tract 9607, Grafton County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ACSSF NH140000000692     33009          960800                                                                                                                                    14000US33009960800                      Census Tract 9608, Grafton County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ACSSF NH140000000693     33009          960900                                                                                                                                    14000US33009960900                      Census Tract 9609, Grafton County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ACSSF NH140000000694     33009          961000                                                                                                                                    14000US33009961000                      Census Tract 9610, Grafton County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ACSSF NH140000000695     33009          961100                                                                                                                                    14000US33009961100                      Census Tract 9611, Grafton County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ACSSF NH140000000696     33009          961200                                                                                                                                    14000US33009961200                      Census Tract 9612, Grafton County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ACSSF NH140000000697     33009          961300                                                                                                                                    14000US33009961300                      Census Tract 9613, Grafton County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ACSSF NH140000000698     33009          961400                                                                                                                                    14000US33009961400                      Census Tract 9614, Grafton County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ACSSF NH140000000699     33009          961500                                                                                                                                    14000US33009961500                      Census Tract 9615, Grafton County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ACSSF NH140000000700     33009          961601                                                                                                                                    14000US33009961601                      Census Tract 9616.01, Grafton County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
ACSSF NH140000000701     33009          961602                                                                                                                                    14000US33009961602                      Census Tract 9616.02, Grafton County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
ACSSF NH140000000702     33009          961700                                                                                                                                    14000US33009961700                      Census Tract 9617, Grafton County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ACSSF NH140000000703     33009          961800                                                                                                                                    14000US33009961800                      Census Tract 9618, Grafton County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ACSSF NH140000000704     33011          000101                                                                                                                                    14000US33011000101                      Census Tract 1.01, Hillsborough County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
ACSSF NH140000000705     33011          000102                                                                                                                                    14000US33011000102                      Census Tract 1.02, Hillsborough County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
ACSSF NH140000000706     33011          000202                                                                                                                                    14000US33011000202                      Census Tract 2.02, Hillsborough County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
ACSSF NH140000000707     33011          000203                                                                                                                                    14000US33011000203                      Census Tract 2.03, Hillsborough County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
ACSSF NH140000000708     33011          000204                                                                                                                                    14000US33011000204                      Census Tract 2.04, Hillsborough County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
ACSSF NH140000000709     33011          000300                                                                                                                                    14000US33011000300                      Census Tract 3, Hillsborough County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
ACSSF NH140000000710     33011          000600                                                                                                                                    14000US33011000600                      Census Tract 6, Hillsborough County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
ACSSF NH140000000711     33011          000700                                                                                                                                    14000US33011000700                      Census Tract 7, Hillsborough County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
ACSSF NH140000000712     33011          000800                                                                                                                                    14000US33011000800                      Census Tract 8, Hillsborough County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
ACSSF NH140000000713     33011          000901                                                                                                                                    14000US33011000901                      Census Tract 9.01, Hillsborough County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
ACSSF NH140000000714     33011          000902                                                                                                                                    14000US33011000902                      Census Tract 9.02, Hillsborough County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
ACSSF NH140000000715     33011          001000                                                                                                                                    14000US33011001000                      Census Tract 10, Hillsborough County, New Hampshire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
